"","X","code","sdate","gear","zone15e","zone15n","temp","do","vegd","stratum","richness","shannon","year"
"1031","BLGL899",12006819,"08/29/2011","F",640455,4849912,25.9,NA,2,"BWC-S",4,1.19435590196813,2011
"1032","BKCP827",12006906,"10/03/2011","F",643455,4832262,17,10.6,2,"IMP-S",9,1.77892823058834,2011
"1033","BKCP828",12006911,"10/03/2011","F",642505,4826962,17.5,12.8,2,"IMP-S",11,2.18455279755356,2011
"1034","BKCP829",12007549,"06/17/2014","F",642305,4827162,22,8.6,1,"IMP-S",10,2.08751189530109,2014
"1035","BKCP830",12007550,"06/17/2014","F",643455,4828912,22,6.8,1,"IMP-S",15,2.37623134036118,2014
"1036","BKCP831",12007602,"07/17/2014","F",644055,4845012,22.9,8.9,2,"BWC-S",10,1.75581748966126,2014
"1037","BKCP832",12007603,"07/17/2014","F",641705,4842262,22.4,8.4,2,"BWC-S",6,1.5808185358593,2014
"1038","BKCP833",12007607,"07/17/2014","F",643055,4840812,22.8,8.3,2,"BWC-S",8,1.90966042154043,2014
"1039","BLGL907",12007609,"07/22/2014","F",641105,4841062,25.2,7.8,1,"BWC-S",5,1.42706104338072,2014
"1040","BKCP834",12007674,"08/20/2014","F",642255,4847162,24,6.7,2,"BWC-S",9,1.75289780996868,2014
"1041","BLGL909",12007839,"06/23/2015","F",643355,4836212,23.3,7,2,"IMP-S",4,1.03990954643052,2015
"1042","BKCP835",12007840,"06/23/2015","F",643255,4835712,22.8,5.1,2,"IMP-S",7,1.65181754664903,2015
"1043","BLGL911",12007915,"07/30/2015","F",639155,4843112,23,7.5,2,"BWC-S",5,1.34701332731455,2015
"1044","BKCP836",12007916,"07/30/2015","F",639305,4841962,26.2,10.6,1,"BWC-S",15,2.37423802731528,2015
"1045","BLGL913",12007917,"07/30/2015","F",641255,4835462,26.1,6.4,2,"IMP-S",7,1.84622021932163,2015
"1046","BKCP837",12007971,"08/24/2015","F",642005,4845212,21.1,9.1,NA,"BWC-S",10,1.86398893608063,2015
"1047","BKCP838",12007976,"08/24/2015","F",642955,4840562,21.1,9.2,2,"BWC-S",11,1.98017695384725,2015
"1048","BKCP839",12007978,"08/24/2015","F",642105,4841812,21.1,9.4,2,"BWC-S",11,1.97045151200029,2015
"1049","BKCP840",12007498,"10/07/2013","F",641954,4848061,15.8,6.7,1,"BWC-S",3,0.948915435895399,2013
"1050","BKCP841",12007499,"10/07/2013","F",642054,4848961,16.3,5.6,1,"BWC-S",9,1.88508785450156,2013
"1051","BKCP842",12007598,"07/15/2014","F",641155,4844862,22.1,6.7,2,"BWC-S",11,1.74631098758586,2014
"1052","BKCP843",12007712,"09/04/2014","F",640855,4839112,24.1,5.6,2,"BWC-S",10,2.0955398863924,2014
"1053","BKCP844",12007766,"10/02/2014","F",641105,4843862,17,8.6,2,"BWC-S",6,1.32396836423484,2014
"1054","BKCP845",12007767,"10/02/2014","F",641205,4842512,16.9,8.9,NA,"BWC-S",10,1.97224697942344,2014
"1055","BKCP846",12007771,"10/06/2014","F",643255,4828212,10.9,9.4,2,"IMP-S",13,2.31943652576607,2014
"1056","BKCP847",12007819,"06/16/2015","F",638555,4856912,22.8,6,2,"BWC-S",9,1.8282266917905,2015
"1057","BLGL925",12007823,"06/16/2015","F",637055,4857762,24.2,6.3,NA,"BWC-S",2,0.689009238476659,2015
"1058","BLGL926",12007892,"07/20/2015","F",643905,4844862,24.8,2.4,2,"BWC-S",4,0.953271014705891,2015
"1059","BKCP848",12007893,"07/20/2015","F",643105,4846362,25.3,5.1,2,"BWC-S",8,1.70782116256022,2015
"1060","CARP460",12007897,"07/20/2015","F",642855,4840412,26.1,8.7,1,"BWC-S",5,1.39539709232679,2015
"1061","CARP461",12007898,"07/20/2015","F",641855,4840712,26.1,9.1,1,"BWC-S",5,1.22933621590766,2015
"1062","BKCP849",12007964,"08/17/2015","F",642855,4837412,26.3,3.8,2,"IMP-S",14,2.31361155419473,2015
"1063","BKCP850",12008005,"09/09/2015","F",642405,4841412,23.8,5.5,2,"BWC-S",15,2.51151586988914,2015
"1064","BKCP851",12008007,"09/09/2015","F",640455,4841512,24.3,7.8,2,"BWC-S",10,2.03777260331608,2015
"1065","BKCP852",12008010,"09/09/2015","F",641005,4839312,24.5,8.3,2,"BWC-S",8,1.61465828146329,2015
"1066","BKCP853",12008058,"09/28/2015","F",639555,4831162,21.1,8.5,1,"IMP-S",8,1.82706219085895,2015
"1067","BKCP854",12008061,"09/28/2015","F",643405,4828712,21.1,9.7,2,"IMP-S",11,2.20151914079195,2015
"1068","BKCP855",12007531,"10/21/2013","F",641004,4841111,10.2,9.4,1,"BWC-S",5,1.54542290319359,2013
"1069","BKCP856",12007533,"10/21/2013","F",641004,4840311,10.1,10.3,2,"BWC-S",6,1.54030582522652,2013
"1070","BLGL935",12007703,"09/02/2014","F",643805,4845662,24.1,8,2,"BWC-S",4,0.885574151576672,2014
"1071","BLGL936",12007706,"09/02/2014","F",642005,4842462,22.8,5.5,2,"BWC-S",9,1.755409814546,2014
"1072","BKCP857",12007707,"09/02/2014","F",641655,4842962,24.9,9.6,2,"BWC-S",7,1.48928021083794,2014
"1073","BKCP858",12007708,"09/04/2014","F",639305,4842712,23.5,5.6,2,"BWC-S",8,1.62162728468492,2014
"1074","BKCP859",12007765,"10/02/2014","F",641405,4844062,16.7,8.3,NA,"BWC-S",4,1.32966134885476,2014
"1075","BKCP860",12007818,"06/16/2015","F",638105,4858462,20.6,4.5,1,"BWC-S",7,1.84139037484597,2015
"1076","BLGL940",12007954,"08/17/2015","F",639805,4837812,26.6,6.3,1,"BWC-S",7,1.808045719584,2015
"1077","BKCP861",12007956,"08/17/2015","F",639605,4831212,26.7,6,1,"IMP-S",11,2.13134147441796,2015
"1078","BKCP862",12007958,"08/17/2015","F",639555,4829912,26.9,7.5,1,"IMP-S",6,1.51793612646502,2015
"1079","BLGL943",12007960,"08/17/2015","F",643505,4829262,27,8.2,2,"IMP-S",11,2.1778869417771,2015
"1080","BKCP863",12006011,"10/23/2007","F",642705,4837162,11.2,7.4,1,"IMP-S",9,1.89563909330509,2007
"1081","BKCP864",12006180,"10/08/2008","F",640805,4840312,15.4,4.6,2,"BWC-S",9,1.78320683927073,2008
"1082","BKCP865",12006182,"10/09/2008","F",641905,4840862,13.8,4.3,2,"BWC-S",5,1.39347565690196,2008
"1083","BKCP866",12006342,"09/24/2009","F",641055,4841312,22,5.6,2,"BWC-S",9,1.98766976404458,2009
"1084","BLGL948",12006344,"09/24/2009","F",641405,4841812,22.5,6.4,2,"BWC-S",9,1.37274115306312,2009
"1085","BKCP867",12007943,"08/11/2015","F",638605,4858562,23.8,5.2,1,"BWC-S",11,1.89934732542671,2015
"1086","BKCP868",12007946,"08/11/2015","F",638455,4856962,24.7,7.2,2,"BWC-S",9,1.88893465242576,2015
"1087","BKCP869",12007949,"08/11/2015","F",639605,4851762,26,12.3,1,"BWC-S",8,1.80726057394529,2015
"1088","BKCP870",12008141,"06/20/2016","F",639755,4852562,26.5,9.5,1,"BWC-S",8,1.53020235252292,2016
"1089","BKCP871",12008146,"06/20/2016","F",641755,4849262,26.5,11.5,2,"BWC-S",15,2.30979666645747,2016
"1090","BKCP872",12008192,"07/11/2016","F",638655,4857262,24.3,2.2,2,"BWC-S",11,1.94154229024165,2016
"1091","BKCP873",12008196,"07/11/2016","F",638605,4854662,25.6,9.6,2,"BWC-S",8,1.59137184120363,2016
"1092","BKCP874",12008255,"08/18/2016","F",641405,4841112,26.5,6,1,"BWC-S",15,2.41868343918129,2016
"1093","BKCP875",12008083,"10/05/2015","F",640955,4835762,15.7,9.9,1,"IMP-S",5,1.54358486130635,2015
"1094","BKCP876",12008191,"07/11/2016","F",638555,4858162,24.2,6.1,1,"BWC-S",11,2.16625298799441,2016
"1095","BLGL959",12007007,"07/16/2012","F",641255,4835412,28.3,6.4,2,"IMP-S",9,1.90813389329111,2012
"1096","BLGL960",12007009,"07/16/2012","F",641055,4835762,29.7,8.8,2,"IMP-S",8,1.60971503460338,2012
"1097","BLGL961",12007077,"08/14/2012","F",642955,4834912,23.6,7,2,"IMP-S",5,1.47913280742964,2012
"1098","BLGL962",12007079,"08/14/2012","F",642605,4836962,23.2,8.8,2,"IMP-S",4,1.17099712611621,2012
"1099","BLGL963",12007080,"08/14/2012","F",641155,4828112,26.5,9.4,2,"IMP-S",4,1.0775733728922,2012
"1100","BKCP877",12007082,"08/14/2012","F",638905,4837212,24.5,7.1,2,"BWC-S",5,1.31637256904405,2012
"1101","BKCP878",12007132,"09/05/2012","F",641205,4839762,23.9,5.5,2,"BWC-S",10,1.92984909552585,2012
"1102","BKCP879",12007133,"09/05/2012","F",641005,4839962,24.4,6.6,2,"BWC-S",11,2.22169544629979,2012
"1103","BKCP880",12007228,"10/17/2012","F",639305,4841912,10.9,12.2,2,"BWC-S",7,1.62226671605153,2012
"1104","BKCP881",12007232,"10/17/2012","F",641255,4841362,11.1,13,2,"BWC-S",5,1.41848366194566,2012
"1105","BKCP882",12007285,"06/24/2013","F",638655,4857962,24.6,5.4,1,"BWC-S",7,1.48928021083794,2013
"1106","BKCP883",12007405,"08/29/2013","F",638605,4858062,28,10.2,1,"BWC-S",9,1.62951645666374,2013
"1107","BKCP884",12007407,"08/29/2013","F",638505,4858312,29.1,10.5,2,"BWC-S",8,1.75509872507838,2013
"1108","BKCP885",12008020,"09/16/2015","F",642405,4841112,21.1,8.7,1,"BWC-S",7,1.83669756042886,2015
"1109","BKCP886",12008073,"10/01/2015","F",637155,4857512,18.9,8,NA,"BWC-S",5,1.19136951567268,2015
"1110","CARP479",12008127,"06/15/2016","F",639305,4837162,22.9,6.9,1,"BWC-S",12,2.07107604248821,2016
"1111","BKCP887",12008129,"06/15/2016","F",643455,4829512,25.3,8,1,"IMP-S",16,2.55292869823249,2016
"1112","BKCP888",12008132,"06/15/2016","F",642855,4834512,25.7,9.7,2,"IMP-S",7,1.53530701758817,2016
"1113","BKCP889",12008167,"06/28/2016","F",641355,4845712,24.5,8.7,2,"BWC-S",9,1.89378823239114,2016
"1114","BKCP890",12008169,"06/28/2016","F",640755,4841062,24.6,9,2,"BWC-S",13,2.23835545866443,2016
"1115","BLGL978",12008170,"06/28/2016","F",641005,4840912,25.8,10.3,1,"BWC-S",14,2.33328456197692,2016
"1116","BKCP891",12008228,"08/02/2016","F",644155,4845212,26.6,5.1,2,"BWC-S",12,2.02596888669945,2016
"1117","BKCP892",12008229,"08/02/2016","F",643855,4844462,26.1,2.3,2,"BWC-S",10,1.94590762071778,2016
"1118","BKCP893",12008231,"08/02/2016","F",643855,4844162,26.6,5.2,2,"BWC-S",9,1.8342342284269,2016
"1119","BLGL982",12008233,"08/02/2016","F",643105,4841062,26.6,4.1,2,"BWC-S",8,1.95618746766045,2016
"1120","BKCP894",12008293,"09/13/2016","F",643505,4847162,21.2,6.6,NA,"BWC-S",8,1.67265596455077,2016
"1121","BKCP895",12008294,"09/13/2016","F",642805,4847662,21.1,6.7,1,"BWC-S",9,1.81705027303144,2016
"1122","BKCP896",12008425,"06/28/2017","F",643855,4845212,19.9,5.5,2,"BWC-S",9,1.87019448748338,2017
"1123","BKCP897",12008431,"06/28/2017","F",641655,4841112,20.7,10,2,"BWC-S",4,1.27703425946614,2017
"1124","BKCP898",12008433,"06/28/2017","F",641755,4840912,20.7,10,1,"BWC-S",7,1.74786809746676,2017
"1125","BLGL987",12007833,"06/23/2015","F",641105,4828212,23.2,13.6,2,"IMP-S",6,1.6313454208086,2015
"1126","BKCP899",12008014,"09/09/2015","F",641405,4842262,24.9,8.9,1,"BWC-S",10,1.80585625030716,2015
"1127","BKCP900",12008062,"09/28/2015","F",643455,4832212,21.6,7.8,2,"IMP-S",8,1.7499783359107,2015
"1128","BKCP901",12008064,"09/28/2015","F",644055,4841262,20.9,7.8,2,"BWC-S",8,1.69631543722867,2015
"1129","BLGL991",12008120,"10/26/2015","F",641355,4841112,12.6,10.3,2,"BWC-S",6,1.45486710926629,2015
"1130","BKCP902",12008118,"10/26/2015","F",641205,4844812,11.9,9.3,1,"BWC-S",10,1.89327559095437,2015
"1131","BKCP903",12008269,"08/25/2016","F",643605,4841762,23.1,4.2,1,"BWC-S",9,1.80959888184938,2016
"1132","BLGL994",12008270,"08/25/2016","F",641105,4835062,23.9,6.8,2,"IMP-S",12,2.2629354538632,2016
"1133","BLGL995",12008271,"08/25/2016","F",641255,4835462,23.9,6.9,1,"IMP-S",9,2.02804676777597,2016
"1134","BKCP904",12008273,"08/25/2016","F",639605,4831262,23.6,6.2,2,"IMP-S",14,2.19435940915537,2016
"1135","BKCP905",12008322,"09/22/2016","F",640705,4836462,21,7.3,2,"IMP-S",14,1.14906293360975,2016
"1136","BKBH16",12008323,"09/22/2016","F",639155,4838812,19.6,7.2,2,"BWC-S",13,2.33559686378194,2016
"1137","BKCP907",12008369,"10/17/2016","F",641255,4844812,16.2,8.8,1,"BWC-S",11,2.2274376530947,2016
"1138","BKCP908",12008373,"10/17/2016","F",640755,4841262,15.8,9.3,1,"BWC-S",13,2.11516683923821,2016
"1139","BKCP909",12008471,"07/17/2017","F",639155,4842662,24.1,5.9,2,"BWC-S",6,1.5323400096254,2017
"1140","BKCP910",12008478,"07/17/2017","F",641205,4835312,26,8.4,1,"IMP-S",12,2.13351647946308,2017
"1141","BKCP911",12008105,"10/19/2015","F",642405,4847212,12.1,11.3,1,"BWC-S",8,1.84026342553436,2015
"1142","BKCP912",12008106,"10/19/2015","F",643155,4846512,12.2,12.6,2,"BWC-S",7,1.38971545470048,2015
"1143","BKCP913",12008110,"10/19/2015","F",643155,4845362,13.1,13.4,1,"BWC-S",9,1.90970577005629,2015
"1144","BKCP914",12008268,"08/25/2016","F",643305,4837662,23.3,6.1,2,"IMP-S",8,1.71929914130091,2016
"1145","BLGL1006",12006455,"07/12/2010","F",639805,4838512,26.2,7.1,2,"BWC-S",5,1.21538810108361,2010
"1146","BLGL1007",12006456,"07/12/2010","F",640255,4839162,26.1,5.8,2,"BWC-S",5,1.41848366194566,2010
"1147","BLGL1008",12006569,"09/07/2010","F",644205,4841662,16.9,5.7,2,"BWC-S",5,1.15958881430863,2010
"1148","BLGL1009",12006570,"09/07/2010","F",642355,4844162,18.8,7.1,2,"BWC-S",9,1.82954294021493,2010
"1149","BKCP915",12006571,"09/07/2010","F",642055,4844362,18.8,7,2,"BWC-S",9,1.7783059714824,2010
"1150","BKCP916",12006715,"07/05/2011","F",638505,4857062,26.9,9.6,1,"BWC-S",7,1.50865921070567,2011
"1151","BKCP917",12008350,"10/05/2016","F",643155,4845512,17.9,6.3,1,"BWC-S",5,1.33166431029301,2016
"1152","BKCP918",12008352,"10/05/2016","F",643555,4844562,18,4.9,1,"BWC-S",6,1.45486710926629,2016
"1153","CARP501",12008354,"10/05/2016","F",642005,4840512,18,7.3,1,"BWC-S",2,0.693147180559945,2016
"1154","BKCP919",12008355,"10/05/2016","F",642005,4841712,18.2,7.5,1,"BWC-S",7,1.69040847253418,2016
"1155","BKCP920",12008356,"10/05/2016","F",642105,4844062,18.3,7.3,2,"BWC-S",10,2.21106887114461,2016
"1156","BKCP921",12008399,"06/15/2017","F",642405,4847212,26.3,8.3,1,"BWC-S",12,2.14300145839987,2017
"1157","BWFN489",12008444,"07/05/2017","F",640955,4841412,25.8,17.5,2,"BWC-S",9,1.8031182929478,2017
"1158","BKCP922",12008445,"07/05/2017","F",640855,4841162,25.4,16.4,2,"BWC-S",7,1.68095009692693,2017
"1159","BLGL1018",12008342,"10/03/2016","F",641855,4827762,17.5,7.5,1,"IMP-S",14,2.26722227686467,2016
"1160","BKCP923",12008346,"10/03/2016","F",642655,4837062,18.8,6.7,1,"IMP-S",13,2.37699234662764,2016
"1161","BKCP924",12008348,"10/03/2016","F",641205,4835712,18.5,8.3,1,"IMP-S",10,1.86339163923473,2016
"1162","BKCP925",12008396,"06/15/2017","F",638905,4856662,25.3,8.5,NA,"BWC-S",9,1.47330506413104,2017
"1163","BKCP926",12008438,"07/05/2017","F",642305,4843912,25.3,14,2,"BWC-S",17,2.52293037647314,2017
"1164","BKCP927",12008439,"07/05/2017","F",641505,4842912,25.7,16,1,"BWC-S",15,2.5099125049422,2017
"1165","BKCP928",12008550,"08/23/2017","F",641305,4835612,23.6,8.7,2,"IMP-S",7,1.77213938843753,2017
"1166","BKCP929",12008552,"08/23/2017","F",641255,4835712,23.6,9.2,2,"IMP-S",12,2.1000722991773,2017
"1167","BKCP930",12007551,"06/17/2014","F",643455,4832562,21.6,7.4,1,"IMP-S",13,2.36790383153664,2014
"1168","BLGL1027",12007611,"07/22/2014","F",640305,4838712,25.3,8,2,"BWC-S",8,1.80699084580548,2014
"1169","BLGL1028",12007612,"07/22/2014","F",640405,4838262,25.3,8.2,2,"BWC-S",6,1.54030582522652,2014
"1170","BKCP931",12007678,"08/20/2014","F",641205,4844862,25.2,10.2,2,"BWC-S",9,2.00126168698822,2014
"1171","BKCP932",12007731,"09/18/2014","F",641755,4849062,16.4,6.7,1,"BWC-S",8,1.51257839359994,2014
"1172","BLGL1031",12008489,"07/25/2017","F",643355,4837962,23.2,8.5,2,"IMP-S",6,1.67159527802125,2017
"1173","BLGL1032",12008490,"07/25/2017","F",642505,4836962,23.6,7.9,2,"IMP-S",7,1.74897075077131,2017
"1174","BLGL1033",12008491,"07/25/2017","F",643455,4832762,22.3,9.7,2,"IMP-S",4,1.22060726455302,2017
"1175","BKCP933",12008532,"08/21/2017","F",638355,4858362,24.5,13.2,1,"BWC-S",10,2.06010919258522,2017
"1176","BKCP934",12008535,"08/21/2017","F",638855,4856562,23.9,8.6,2,"BWC-S",10,1.59354665361063,2017
"1177","BKCP935",12008536,"08/21/2017","F",638955,4856462,23.9,8.6,2,"BWC-S",9,1.89082609457216,2017
"1178","BKCP936",12008539,"08/21/2017","F",639355,4849812,23.7,8.6,1,"BWC-S",13,2.35781442311842,2017
"1179","BKCP937",12008613,"09/26/2017","F",638905,4837762,22.3,7.1,2,"BWC-S",6,1.50124424846497,2017
"1180","BKCP938",12008614,"09/26/2017","F",640605,4836462,23.1,7.2,2,"IMP-S",8,1.75272674268303,2017
"1181","BKCP939",12008617,"09/26/2017","F",639855,4837912,23.3,8.1,2,"BWC-S",7,1.5368319339967,2017
"1182","BKCP940",12008618,"09/26/2017","F",639955,4840312,23.3,9.1,2,"BWC-S",13,2.2639065599112,2017
"1183","BKCP941",12008660,"10/17/2017","F",642155,4827362,12.5,8.7,1,"IMP-S",14,2.43628701724181,2017
"1184","BKCP942",12008663,"10/17/2017","F",643455,4830012,12.8,8.4,1,"IMP-S",11,2.20478541691352,2017
"1185","BLGL1044",12008666,"10/17/2017","F",643305,4839012,13.1,8.8,1,"IMP-S",5,1.40534849976348,2017
"1186","BKCP943",12008719,"07/05/2018","F",639755,4834262,25.6,6.5,2,"IMP-S",9,1.92512119079082,2018
"1187","BKCP944",12008720,"07/05/2018","F",639605,4831462,25.4,5.6,2,"IMP-S",9,2.06206954130016,2018
"1188","BKCP945",12008376,"10/17/2016","F",639205,4843212,16.5,11.4,2,"BWC-S",9,1.35974739454382,2016
"1189","BKCP946",12008424,"06/28/2017","F",643055,4845162,20.4,7.6,1,"BWC-S",7,1.53402652843878,2017
"1190","BKCP947",12008606,"09/21/2017","F",642455,4847162,21.3,9.2,1,"BWC-S",12,1.87094379827692,2017
"1191","BKCP948",12008607,"09/21/2017","F",643355,4845412,21,8.7,2,"BWC-S",11,1.76304177726621,2017
"1192","BKCP949",12008609,"09/21/2017","F",642155,4844062,21.6,9.6,2,"BWC-S",7,1.30206139187297,2017
"1193","BKCP950",12008515,"08/07/2017","F",643155,4835412,22.8,10.7,2,"IMP-S",4,1.19734013399678,2017
"1194","BKCP951",12008605,"09/21/2017","F",642155,4847212,20.7,6.9,1,"BWC-S",9,1.35416853012376,2017
"1195","BKCP952",12008650,"10/11/2017","F",641155,4845212,14.2,6.1,1,"BWC-S",9,1.74924390820853,2017
"1196","BKCP953",12008655,"10/11/2017","F",639755,4842612,12.9,7.8,1,"BWC-S",10,1.86081996866329,2017
"1197","BKCP954",12008703,"06/21/2018","F",639205,4855362,21.7,5.5,1,"BWC-S",7,1.75824285971655,2018
"1198","BKCP955",12008704,"06/21/2018","F",638055,4857862,22.4,6.2,1,"BWC-S",5,1.17865499634165,2018
"1199","BLGL1058",12008768,"08/02/2018","F",639455,4832112,22.8,3.9,1,"IMP-S",5,1.35714014384819,2018
"1200","BLGL1059",12008769,"08/02/2018","F",640555,4829062,23,4.6,2,"IMP-S",5,1.41848366194566,2018
"1201","BLGL1060",12008770,"08/02/2018","F",640805,4828762,22.4,5,2,"IMP-S",7,1.94591014905531,2018
"1202","BLGL1061",12008772,"09/04/2018","F",640755,4840112,23.7,7.4,2,"BWC-S",9,1.87537018220505,2018
"1203","BKCP956",12008818,"08/20/2018","F",639255,4841962,24.8,1.8,2,"BWC-S",13,2.26102959844526,2018
"1204","BLGL1063",12008506,"08/03/2017","F",643555,4844562,25.4,5.4,2,"BWC-S",8,1.65299867864662,2017
"1205","BKCP957",12008507,"08/03/2017","F",643605,4844112,25.5,6.9,1,"BWC-S",8,1.77920115160267,2017
"1206","BWFN517",12008512,"08/07/2017","F",643455,4828912,22.5,10.1,2,"IMP-S",2,0.693147180559945,2017
"1207","BLGL1065",12008513,"08/07/2017","F",644005,4841212,21.8,7.3,2,"BWC-S",6,1.69574253416963,2017
"1208","BKCP958",12008647,"10/09/2017","F",642105,4849012,17,7.4,1,"BWC-S",15,1.97122051500171,2017
"1209","BLGL1067",12008649,"10/11/2017","F",641105,4845262,14.8,7.5,1,"BWC-S",5,1.36244748519163,2017
"1210","BKCP959",12008810,"08/15/2018","F",643555,4841912,26.7,7.6,2,"BWC-S",13,2.26641660917752,2018
"1211","BKCP960",12008811,"08/15/2018","F",644605,4843162,26.8,4.3,2,"BWC-S",10,1.91629618181777,2018
"1212","BKCP961",12006967,"06/18/2012","F",642655,4841662,24,6.6,2,"BWC-S",14,2.40347617844667,2012
"1213","BKCP962",12007156,"09/17/2012","F",641655,4834362,19.6,9.1,2,"IMP-S",8,1.80303349441759,2012
"1214","BKCP963",12008844,"09/04/2018","F",641055,4839512,23.7,8.2,2,"BWC-S",9,2.09113888262042,2018
"1215","BLGL1073",12008846,"09/04/2018","F",640905,4839512,23.8,6.6,2,"BWC-S",6,1.59922125658727,2018
"1216","BKCP964",12008876,"09/20/2018","F",640705,4841162,21.6,5.7,1,"BWC-S",12,1.89318172375954,2018
"1217","BKCP965",12008931,"10/11/2018","F",639605,4830262,11.9,8.5,2,"IMP-S",7,1.67499001278379,2018
"1218","BKCP966",12008934,"10/11/2018","F",640905,4835762,12.2,9.2,1,"IMP-S",5,1.45948187386908,2018
"1219","BLGL1077",12009045,"08/01/2019","F",640855,4828612,24.2,6.7,1,"IMP-S",10,1.99134641341099,2019
"1220","BKCP967",12008730,"07/10/2018","F",643455,4839212,26.3,6.3,1,"IMP-S",9,1.95655888791792,2018
"1221","BKCP968",12008732,"07/10/2018","F",640205,4840562,26.7,7.5,1,"BWC-S",6,1.55190149794374,2018
"1222","BKCP969",12009028,"07/16/2019","F",638855,4856812,27.5,6.6,1,"BWC-S",3,0.660578887652076,2019
"1223","BKCP970",12007979,"08/24/2015","F",642255,4841962,21.2,9.3,1,"BWC-S",5,0.895379904671339,2015
"1224","BKCP971",12008024,"09/16/2015","F",641955,4843012,21.7,9.2,2,"BWC-S",7,1.76397368409582,2015
"1225","BKCP972",12008026,"09/16/2015","F",642955,4845362,22.5,7.4,2,"BWC-S",10,1.55984992504377,2015
"1226","BKCP973",12008078,"10/05/2015","F",639355,4844012,13.5,4.7,2,"BWC-S",11,2.11084186205793,2015
"1227","BKCP974",12008080,"10/05/2015","F",640155,4839262,15.5,9.8,2,"BWC-S",4,1.33217904021012,2015
"1228","BLGL1084",12008133,"06/15/2016","F",643205,4837212,26,7.6,1,"IMP-S",7,1.61782684616584,2016
"1229","BKCP975",12008134,"06/15/2016","F",642805,4837362,27,13.1,1,"IMP-S",11,1.99155805886572,2016
"1230","BLGL1086",12008173,"06/28/2016","F",640005,4837862,25.4,10.1,2,"BWC-S",12,2.21888220037077,2016
"1231","BKCP976",12008234,"08/02/2016","F",641955,4842212,26.8,5.2,2,"BWC-S",14,2.26597437858048,2016
"1232","BKCP977",12008299,"09/13/2016","F",639555,4854562,21.5,6.7,2,"BWC-S",7,1.46003162233195,2016
"1233","BLGL1089",12008861,"09/12/2018","F",641405,4841262,22.4,8.5,1,"BWC-S",13,2.3834274322344,2018
"1234","BKCP978",12008864,"09/12/2018","F",642405,4841412,22.2,7.9,1,"BWC-S",12,2.12039814208452,2018
"1235","BKBH17",12008969,"06/18/2019","F",643155,4842112,21.1,6.8,1,"BWC-S",11,2.02721926213737,2019
"1236","BLGL1092",12008970,"06/18/2019","F",642455,4841412,20.9,7.7,1,"BWC-S",6,1.48803604417812,2019
"1237","BLGL1093",12009018,"07/10/2019","F",641205,4839712,26.2,8.3,1,"BWC-S",9,2.0161838991454,2019
"1238","BKCP979",12009019,"07/10/2019","F",640655,4839512,26.4,8.6,1,"BWC-S",14,2.25353547546455,2019
"1239","BKCP980",12009066,"08/07/2019","F",638005,4857962,26.7,7.6,1,"BWC-S",9,1.94159388875183,2019
"1240","BKCP981",12009068,"08/07/2019","F",639455,4848962,27.2,9.6,2,"BWC-S",14,2.22320327843007,2019
"1241","BKCP982",12009161,"09/19/2019","F",642655,4844812,21,6.4,1,"BWC-S",8,1.62597754097925,2019
"1242","BKCP983",12009163,"09/19/2019","F",643955,4841962,21,5.9,1,"BWC-S",9,1.53722875094546,2019
"1243","BKCP984",12009164,"09/19/2019","F",643705,4839962,21.2,6,2,"IMP-S",10,2.08420106672699,2019
"1244","BKCP985",12009199,"10/08/2019","F",642405,4847362,14.1,7.9,1,"BWC-S",5,0.994135030791379,2019
"1245","SHRH436",12008611,"09/21/2017","F",642755,4840612,21.4,9.4,NA,"BWC-S",1,0,2017
